S.NO.,Date,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,,,,,,,,,,,,,,,,,,,,
45,3-Sep-25,Morning ,211192,AD,Medium,Alert,Harish,"Umika, Ashiesh & Dhroovi",9/3/2025 6:32,9/3/2025 6:41,9.00,9/3/2025 6:50,18.00,9/3/2025 10:32,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed events, User (commops@arcutis.com) createdNew-InboxRule, IP 207.192.243.29 is clean nothing suspicious found Escalating (yes/ No)",No,Rule#291- Detect when user create an Inbox Rule in mailbox,Sentinel,Closed,Rule#291 3th Sep '25 (211192),False Positive,Legitimate user,In shift HO Call ,Pass,,,,,,,,,,,,,,,,,,,,,
46,3-Sep-25,Morning ,211193,AD,Medium,Alert,Harish,"Umika, Ashiesh & Dhroovi",9/3/2025 6:42,9/3/2025 6:43,1.00,9/3/2025 6:50,8.00,9/3/2025 10:42,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed events, User (commops@arcutis.com) createdNew-InboxRule, IP 207.192.243.29 is clean nothing suspicious found Escalating (yes/ No)",No,Rule#291- Detect when user create an Inbox Rule in mailbox,Sentinel,Closed,Rule#291 3th Sept '25 (211193),False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
47,3-Sep-25,Morning ,211194,AD,Medium,Incident,Harish,"Umika, Ashiesh & Dhroovi",9/3/2025 7:46,9/3/2025 7:47,1.00,9/3/2025 7:56,10.00,9/3/2025 11:46,Resolved,"User Name - eholland@arcutis.com Location: US. closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP (193.36.224.55)and IP reputataion score is 1 in VT and IP Address involved in Suspicious activity has been observed coming from this network and Sign-in was blocked because it came from an IP address with malicious activity, No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297- Sept-03-25 ( 211194 ),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
48,3-Sep-25,Morning ,211195,AD,High,Alert,Harish,"Umika, Ashiesh & Dhroovi",9/3/2025 8:48,9/3/2025 8:49,1.00,9/3/2025 8:59,11.00,9/3/2025 9:48,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected IP's( 52.173.202.139, 2600:387:15:6717:0:0:0:1"") are clean user(tledezma@arcutis.com) location within the US location, user is using known apps Windows Sign In, Kandji Passport,Nothing suspicious was found closing as FP.",No,Rule#286- Atypical travel,Sentinel,Closed,Rule 286 - 3th Sept25 (211195),FalsePositive,Legitimate user,taken time to check sign in logs ,Pass,,,,,,,,,,,,,,,,,,,,,
49,3-Sep-25,Morning ,211196,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/4/2025 12:30,9/4/2025 12:32,2.00,9/4/2025 12:45,15.00,9/4/2025 16:30,Resolved,"Triaging Steps performed :Check IP Reputation - clean IPs, Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, triggered 7 users( tfw@arcutis.com,Tyrell Holmes, Rhonda Parras, Nicole Hartman, Rajvir Madan, Amanda Derise, Ayan Banerjee) and IPs(170.85.6.179,32.218.77.77,80.149.170.8, 40.67.164.74) are clean, observed signin failed due to Authentication failed during strong authentication request and Access has been blocked due to conditional access policies, cheked sign in logs user using clean ip's and known apps and nothing suspicious . Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019- 03th Sept'25 (211196),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
50,3-Sep-25,Afternoon,211197,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/3/2025 3:27,9/3/2025 3:28,1.00,9/3/2025 3:31,4.00,9/3/2025 7:27,Resolved,"Triaging steps : Checked the events, user lwalsh@arcutis.com has elevated his role by activating PIM( Role.WellKnownObjectName),and the IP is clean 71.232.228.91 and the location is US, checked the sign-in logs and audit logs ,No suspicious activity found, Escalating : No closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-03-25 (211197),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
51,3-Sep-25,Afternoon,211198,Firewall,Medium,Alert,Dhroovi,"Navtesh , Harish",9/2/2025 15:53,9/2/2025 15:55,2.00,9/2/2025 16:01,8.00,9/2/2025 19:53,Resolved,"Triaging Steps performed : check IP Reputation - clean , observed the events , checked the IPs(17.57.144.120 17.57.144.118-APPLE-ENGINEERING) no malicious Ip was seen, destination port was 5223 which is used for Apple Push Notification Service, nothing suspicious found.closing as FP",No,Rule#007-Fortinet - Beacon pattern detected,Sentinel,Closed,Rule 007- 3- SEP'25 (211198),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
52,3-Sep-25,Afternoon,211199,Firewall,Medium,Alert,Dhroovi,"Navtesh , Harish",9/2/2025 15:53,9/2/2025 15:55,2.00,9/2/2025 16:01,8.00,9/2/2025 19:53,Resolved,"Triaging Steps performed : check IP Reputation - clean , observed the events , checked the IPs(17.57.144.120 17.57.144.118-APPLE-ENGINEERING) no malicious Ip was seen, destination port was 5223 which is used for Apple Push Notification Service, nothing suspicious found.closing as FP",No,Application ID URI Changed,Sentinel,Closed,Application ID URI Changed 2- Sept '2025,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
53,3-Sep-25,Afternoon,211200,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/3/2025 3:27,9/3/2025 3:28,1.00,9/3/2025 3:31,4.00,9/3/2025 7:27,Resolved,"Triaging steps : Checked the events, user lwalsh@arcutis.com has elevated his role by activating PIM( Role.WellKnownObjectName),and the IP is clean 71.232.228.91 and the location is US, checked the sign-in logs and audit logs ,No suspicious activity found, Escalating : No closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-03-25 (211200),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
54,3-Sep-25,Afternoon,211201,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/2/2025 20:00,9/2/2025 20:01,1.00,9/2/2025 20:08,8.00,9/3/2025 0:00,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, checked signin logs for the user(npatel@arcutis.com,pburnett@arcutis.com ) location is US,IPs are clean ( 69.112.12.147,67.80.128.115) checked the sign-in logs known location US, and the applications also known applications only, there are all successful attempts only, No suspicious activities found so closing as FP",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule#008 3ndsep'2025 (211201),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
55,3-Sep-25,Afternoon,211202,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/2/2025 20:57,9/2/2025 20:58,1.00,9/2/2025 21:46,49.00,9/3/2025 0:57,Resolved,"Checked events the ip is clean 27.123.145.26, checked the events the user athurston-c@arcutis.com, checked the non interactive sign-in logs , theloction is us and FJ the user is using known device, the apps is also known, taken confrimation from user, closing as FP.",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule#021-Sep-03-25 (211202),FalsePositive,Legitimate user,,Fail,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
56,3-Sep-25,Afternoon,211203,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/3/2025 3:27,9/3/2025 3:28,1.00,9/3/2025 3:31,4.00,9/3/2025 7:27,Resolved,"Triaging steps : Checked the events, user lwalsh@arcutis.com has elevated his role by activating PIM( Role.WellKnownObjectName),and the IP is clean 71.232.228.91 and the location is US, checked the sign-in logs and audit logs ,No suspicious activity found, Escalating : No closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-03-25 (211203),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
57,3-Sep-25,Night,211204,AD,Medium,Alert,Aman,Venkat & Uday,9/3/2025 22:30,9/3/2025 22:31,1.00,9/3/2025 22:39,9.00,9/4/2025 2:30,Resolved,"Observed the events , user - sochs@arcutis.com forwaded the email , subject - RE: Arcutis ARQ-234 Clinical PK MD updates / business related email which was sent recepient - ""archie@toxsolutionsinc.com"",""christa.gunawan@iqvia.com"",""cobiotechconsult@gmail.com"",""thomas.berg2@iqvia.com"",""aditi.samant@iqvia.com"",""jing.liu5@iqvia.com""/ No malicious activty was seen",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-Sept-03-25 (211204),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
58,3-Sep-25,Night,211205,AD,Medium,Alert,Aman,Venkat & Uday,9/3/2025 22:33,9/3/2025 22:34,1.00,9/3/2025 22:43,10.00,9/4/2025 2:33,Resolved,"Observed the events , user - jfrommer@arcutis.com was seen and 28 files were deleted Screen Shot 2021-09-20 at 18.30.29.png & Patricia Turney 2023 Short Bio.docx , checked the Box events , no malicious files were seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-sep-03-25 ( 211205),False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
59,3-Sep-25,Night,211206,AD,Medium,Alert,Aman,Venkat & Uday,9/3/2025 22:35,9/3/2025 22:36,1.00,9/3/2025 22:47,12.00,9/4/2025 2:35,Resolved,"Triaging steps: checked events as well as logs of the users , users changed the password , and also some users Sign-in was interrupted due to a password reset or password registration entry checked the sign in logs where the action count involved more than 5, user pchandrasekaran@arcutis.com, clean IP nothing suspicious found ,closing it as false positive Escalating (Yes/ No) No",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule#017-Sept-3-25 (211206),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
60,3-Sep-25,Night,211207,AD,Medium,Alert,Aman,Venkat & Uday,9/3/2025 23:30,9/3/2025 23:34,4.00,9/3/2025 23:45,15.00,9/4/2025 3:30,Resolved,"Observed the events , user - adminlkarimisetti@arcutis.com was seen , where the role elevated was Microsoft Sentinel Playbook Operator , checked the sigin logs for the user , no malicious activity was seen",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule#010-Sept-3-25 (211207),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
61,3-Sep-25,Night,211208,AD,Medium,Alert,Aman,Venkat & Uday,9/3/2025 23:30,9/3/2025 23:34,4.00,9/3/2025 23:43,13.00,9/4/2025 3:30,Resolved,Observed the events user - amanda j biedess and Matthew Erickson were seen where checked the box logs for the users no malicious files were seen,No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290 - 3rd Sept'25(211208),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
62,3-Sep-25,Night,211209,AD,Medium,Incident,Aman,Venkat & Uday,9/4/2025 0:00,9/4/2025 0:01,1.00,9/4/2025 0:08,8.00,9/4/2025 4:00,Resolved,"Observed the events , checked the sigin logs for the user - tpollard@arcutis.com, failed attempts were seen where checked the IP- 2600:4040:12d5:400:18ac:4f26:3c93:1838 its clean , no malicious activity was detected",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 - 03rd Sept'2025 (211209),True Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
63,3-Sep-25,Night,211210,AD,Medium,Alert,Aman,Venkat & Uday,9/4/2025 0:01,9/4/2025 0:03,2.00,9/4/2025 0:10,9.00,9/4/2025 4:01,Resolved,"Observed the events , user - jfrommer@arcutis.com was seen and 22 files were deleted , checked the Box events , no malicious files were seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295 3rd Sept'25 (211210),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
64,3-Sep-25,Night,211211,AD,Medium,Alert,Aman,Venkat & Uday,9/4/2025 0:22,9/4/2025 0:24,2.00,9/4/2025 0:28,6.00,9/4/2025 4:22,Resolved,"Triaging steps: By observing the events arcutis user(mchoi@arcutis.com) accessed folders which are business related, by observings additional details, these all are collaboration invites for business purpose and communications, IP is clean nothing suspicious found, closing it as a false positive Escalating (Yes/ No)",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006- 3rd Sept'25 (211211),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
65,3-Sep-25,Night,211212,AD,Medium,Alert,Aman,Venkat & Uday,9/4/2025 0:27,9/4/2025 0:28,1.00,9/4/2025 0:34,7.00,9/4/2025 4:27,Resolved,"Observed the events , user - jfrommer@arcutis.com was seen and 28 files were deleted Screen Shot 2021-09-20 at 18.30.29.png & Patricia Turney 2023 Short Bio.docx , checked the Box events , no malicious files were seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-sep-03-25 ( 211212),False Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
66,3-Sep-25,Night,211213,AD,Medium,Alert,Aman,Venkat & Uday,9/4/2025 0:27,9/4/2025 0:28,1.00,9/4/2025 0:36,9.00,9/4/2025 4:27,Resolved,"Observed the events , user - etheilig@arcutis.com was seen , checked the sigin logs for the user and as he is admin , no malicous activty was seen",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-03-25 (211213),False Postive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
67,3-Sep-25,Night,211214,AD,Medium,Alert,Aman,Venkat & Uday,9/4/2025 0:30,9/4/2025 0:35,5.00,9/4/2025 0:44,14.00,9/4/2025 4:30,Resolved,"Triaging Steps performed :Check IP Reputation - clean IPs, Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, triggered 7 users( tfw@arcutis.com,Tyrell Holmes, Rhonda Parras, Nicole Hartman, Rajvir Madan, Amanda Derise, Ayan Banerjee) and IPs(170.85.6.179,32.218.77.77,80.149.170.8, 40.67.164.74) are clean, observed signin failed due to Authentication failed during strong authentication request and Access has been blocked due to conditional access policies, cheked sign in logs user using clean ip's and known apps and nothing suspicious . Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019- 03th Sept'25 (211214),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
68,3-Sep-25,Night,211215,AD,Medium,Alert,Aman,Venkat & Uday,9/4/2025 1:56,9/4/2025 2:05,9.00,9/4/2025 2:09,13.00,9/4/2025 5:56,Resolved,"Observed the events , user - madison.perna@precisionvh.com / rebecca.hisler@the-considered.com / adminckrishnabheema@arcutis.com / all failed attempts were seen , the locations were IN and US , no malicious activtiy was seen",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 3rd Sep'2025 (211215),False Postive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
69,3-Sep-25,Night,211216,AD,Medium,Alert,Navtesh,Venkat & Uday,9/4/2025 4:27,9/4/2025 4:28,1.00,9/4/2025 4:33,6.00,9/4/2025 8:27,Resolved,"Triaging steps : Checked the events, user lwalsh@arcutis.com has elevated his role by activating PIM( Role.WellKnownObjectName),and the IP is clean 71.232.228.91 and the location is US, checked the sign-in logs and audit logs ,No suspicious activity found, Escalating : No closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-03-25 (211216),False Postive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
70,4-Sep-25,Night,211217,AD,Medium,Alert,Navtesh,Venkat & Uday,9/4/2025 6:22,9/4/2025 6:23,1.00,9/4/2025 6:29,7.00,9/4/2025 10:22,Resolved,"Observed the events , user - adminjseibert@arcutis.com has initiated and configured for the user - amritrajsingh@arcutis.com &mparedes@arcutis.com, also checked the Ip - 2603:1036:2403::9 its clean no malicious activity was seen",No,Rule#003-New User configuration alert,Sentinel,Closed,Rule 003-Sept-3-25 ( 211217),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
71,4-Sep-25,Morning ,211218,AD,High,Alert,Dhroovi,Umika Saranya ,9/4/2025 7:19,9/4/2025 8:30,71.00,9/4/2025 9:04,105.00,9/4/2025 8:19,Resolved,Checke dthe sign in logs of the user snovitsky@arcutis.com the ip is clean 2600:387:4:803::9d the mfs is also satisfied  as per the userPassedMFADrivenByRiskBasedPolicy and its already remidiated amd the location is US  hence closed it as FP,No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties Sep-225 (211218),FalsePositive,,windows app issue it was wrkin very slow ,Pass,,,,,,,,,,,,,,,,,,,,,
72,4-Sep-25,Morning ,211219,AD,High,Alert,Dhroovi,Umika Saranya ,9/4/2025 7:20,9/4/2025 7:20,0.00,9/4/2025 7:20,0.00,9/4/2025 8:20,Resolved,Resolved at source,No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties Sep-2'25211219),Begnine positove,,,Pass,,,,,,,,,,,,,,,,,,,,,
73,4-Sep-25,Morning ,211220,AD,Medium,Alert,Dhroovi,Umika Saranya ,9/4/2025 8:22,9/4/2025 8:31,9.00,9/4/2025 9:22,60.00,9/4/2025 12:22,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected IP's( 129.222.129.180"") are clean user(jperez-c@arcutis.com) location within the US location Denvar, to arizona but the user is using the registred device and user is using known apps , ,Nothing suspicious was found closing as FP.",No,Rule#286- Atypical travel,Sentinel,Closed,Rule 286 - 02nd Sept25 (211220),FalsePositive,,windows app issue it was wrkin very slow ,Pass,,,,,,,,,,,,,,,,,,,,,
74,4-Sep-25,Morning ,211221,Box,High,Alert,Dhroovi,Umika Saranya ,9/4/2025 9:43,9/4/2025 10:05,22.00,9/4/2025 10:16,33.00,9/4/2025 10:43,Resolved,"Observed the events , user - snakayama@arcutis.com was seen and only 3 files were deleted , checked the BOX events , no malicious activity was seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-Sep-2-25 ( 211221),FalsePositive,,,Fail,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
75,4-Sep-25,Morning ,211222,Avanan,Medium,Alert,Dhroovi,Umika Saranya ,9/4/2025 11:27,9/4/2025 11:28,1.00,9/4/2025 11:43,16.00,9/4/2025 15:27,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events old browser anomaly detected checked the logs user using clean IP and known apps, location is US, MFA is satisfied nothing suspicious found. Escalating (yes/ No) No tmohammad@arcutis.com used outdated browser therefore closing as FP.",No,Rule#289- Detect critical Anomaly alerts related to Avanan,Sentinel,Closed,Rule#289-Sep-2-25 ( 211222),FalsePositive,,windows app issue it was working very slow ,Pass,,,,,,,,,,,,,,,,,,,,,
